"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"49","Anaxagorea prinoides","1","526696","Anaxagorea prinoides","1","species","","","","(Dunal) A.St.-Hil.","Annonaceae","Anaxagorea","Anaxagorea","1","prinoides","prinoides","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000533478","","Y","Accepted","Anaxagorea prinoides","Anaxagorea prinoides","(Dunal) A.St.-Hil.","526696","species","http://www.worldfloraonline.org/taxon/wfo-0000533478","","Annonaceae","1","1","wfo","",true,71
"50","Anchusa undulata","1","527017","Anchusa undulata","1","species","","","","L.","Boraginaceae","Anchusa","Anchusa","1","undulata","undulata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000533805;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2636698","","Y","Accepted","Anchusa undulata","Anchusa undulata","L.","527017","species","http://www.worldfloraonline.org/taxon/wfo-0000533805;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2636698","","Boraginaceae","1","1","wfo,wcvp","",true,73
"51","Anchusa variegata","1","527034","Anchusa variegata","1","species","","","","Lehm.","Boraginaceae","Anchusa","Anchusa","1","variegata","variegata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000533822","","Y","Accepted","Anchusa variegata","Anchusa variegata","Lehm.","527034","species","http://www.worldfloraonline.org/taxon/wfo-0000533822","","Boraginaceae","1","1","wfo","",true,78
"52","Anemone coronaria","1","528399","Anemone coronaria","1","species","","","","L.","Ranunculaceae","Anemone","Anemone","1","coronaria","coronaria","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000535196;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2638132","","Y","Accepted","Anemone coronaria","Anemone coronaria","L.","528399","species","http://www.worldfloraonline.org/taxon/wfo-0000535196;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2638132","","Ranunculaceae","1","1","wfo,wcvp","",true,80
"53","Anemone hortensis","1","528564","Anemone hortensis","1","species","","","","L.","Ranunculaceae","Anemone","Anemone","1","hortensis","hortensis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000535362;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2638287","","Y","Accepted","Anemone hortensis","Anemone hortensis","L.","528564","species","http://www.worldfloraonline.org/taxon/wfo-0000535362;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2638287","","Ranunculaceae","1","1","wfo,wcvp","",true,81
"54","Annona crassiflora","1","530910","Annona crassiflora","1","species","","","","Mart.","Annonaceae","Annona","Annona","1","crassiflora","crassiflora","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000537725;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2640830","","Y","Accepted","Annona crassiflora","Annona crassiflora","Mart.","530910","species","http://www.worldfloraonline.org/taxon/wfo-0000537725;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2640830","","Annonaceae","1","1","wfo,wcvp","",true,82
"55","Anthyllis hermanniae","1","208895","Anthyllis hermanniae","1","species","","","","L.","Fabaceae","Anthyllis","Anthyllis","1","hermanniae","hermanniae","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000213515;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2641985","","Y","Accepted","Anthyllis hermanniae","Anthyllis hermanniae","L.","208895","species","http://www.worldfloraonline.org/taxon/wfo-0000213515;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2641985","","Fabaceae","1","1","wfo,wcvp","",true,83
"56","Anthyllis vulneraria","1","207562","Anthyllis vulneraria","1","species","","","","L.","Fabaceae","Anthyllis","Anthyllis","1","vulneraria","vulneraria","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000212115;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2642105","","Y","Accepted","Anthyllis vulneraria","Anthyllis vulneraria","L.","207562","species","http://www.worldfloraonline.org/taxon/wfo-0000212115;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2642105","","Fabaceae","1","1","wfo,wcvp","",true,84
"57","Anticlea occidentalis","1","752338","Anticlea occidentalis","1","species","","","","(A.Gray) Zomlefer & Judd","Melanthiaceae","Anticlea","Anticlea","1","occidentalis","occidentalis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:299851","","Y","Accepted","Anticlea occidentalis","Anticlea occidentalis","(A.Gray) Zomlefer & Judd","752338","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:299851","","Melanthiaceae","1","1","wcvp","",true,85
"58","Apinia roxburghii","0.9752518865735","333542","Alpinia roxburghii","0.9752518865735","species","","","","Sweet","Zingiberaceae","Apinia","Alpinia","0.85714285714286","roxburghii","roxburghii","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000338744;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:219021","","Y","Accepted","Alpinia roxburghii","Alpinia roxburghii","Sweet","333542","species","http://www.worldfloraonline.org/taxon/wfo-0000338744;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:219021","","Zingiberaceae","1","1","wfo,wcvp","",true,87
"59","Apocynum cannabinum","1","239552","Apocynum cannabinum","1","species","","","","L.","Apocynaceae","Apocynum","Apocynum","1","cannabinum","cannabinum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000244384;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:12828","","Y","Accepted","Apocynum cannabinum","Apocynum cannabinum","L.","239552","species","http://www.worldfloraonline.org/taxon/wfo-0000244384;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:12828","","Apocynaceae","1","1","wfo,wcvp","",true,88
"60","Arabis caucasica","1","535182","Arabis caucasica","1","species","","","","Willd.","Brassicaceae","Arabis","Arabis","1","caucasica","caucasica","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000542030;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2645447","","Y","Accepted","Arabis caucasica","Arabis caucasica","Willd.","535182","species","http://www.worldfloraonline.org/taxon/wfo-0000542030;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2645447","","Brassicaceae","1","1","wfo,wcvp","",true,89
"61","Ardisia compressa","1","537232","Ardisia compressa","1","species","","","","Kunth","Primulaceae","Ardisia","Ardisia","1","compressa","compressa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000544087;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2647743","","Y","Accepted","Ardisia compressa","Ardisia compressa","Kunth","537232","species","http://www.worldfloraonline.org/taxon/wfo-0000544087;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2647743","","Primulaceae","1","1","wfo,wcvp","",true,90
"62","Arenaria cretica","1","538890","Arenaria cretica","1","species","","","","Spreng.","Caryophyllaceae","Arenaria","Arenaria","1","cretica","cretica","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000545750;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2649284","","Y","Accepted","Arenaria cretica","Arenaria cretica","Spreng.","538890","species","http://www.worldfloraonline.org/taxon/wfo-0000545750;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2649284","","Caryophyllaceae","1","1","wfo,wcvp","",true,91
"63","Argythamnia candicans","1","262662","Argythamnia candicans","1","species","","","","Sw.","Euphorbiaceae","Argythamnia","Argythamnia","1","candicans","candicans","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000267622;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:15063","","Y","Accepted","Argythamnia candicans","Argythamnia candicans","Sw.","262662","species","http://www.worldfloraonline.org/taxon/wfo-0000267622;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:15063","","Euphorbiaceae","1","1","wfo,wcvp","",true,92
"64","Aristolochia baetica","1","540674","Aristolochia baetica","1","species","","","","L.","Aristolochiaceae","Aristolochia","Aristolochia","1","baetica","baetica","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000547555;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651183","","Y","Accepted","Aristolochia baetica","Aristolochia baetica","L.","540674","species","http://www.worldfloraonline.org/taxon/wfo-0000547555;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651183","","Aristolochiaceae","1","1","wfo,wcvp","",true,93
"65","Aristolochia bianorii","1","540693","Aristolochia bianorii","1","species","","","","Sennen & Pau","Aristolochiaceae","Aristolochia","Aristolochia","1","bianorii","bianorii","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000547574;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651200","","Y","Accepted","Aristolochia bianorii","Aristolochia bianorii","Sennen & Pau","540693","species","http://www.worldfloraonline.org/taxon/wfo-0000547574;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651200","","Aristolochiaceae","1","1","wfo,wcvp","",true,94
"66","Aristolochia grandiflora","1","540970","Aristolochia grandiflora","1","species","","","","Sw.","Aristolochiaceae","Aristolochia","Aristolochia","1","grandiflora","grandiflora","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000547851;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651456","","Y","Accepted","Aristolochia grandiflora","Aristolochia grandiflora","Sw.","540970","species","http://www.worldfloraonline.org/taxon/wfo-0000547851;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651456","","Aristolochiaceae","1","1","wfo,wcvp","",true,95
"67","Aristolochia paucinervis","1","541291","Aristolochia paucinervis","1","species","","","","Pomel","Aristolochiaceae","Aristolochia","Aristolochia","1","paucinervis","paucinervis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000548177;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651756","","Y","Accepted","Aristolochia paucinervis","Aristolochia paucinervis","Pomel","541291","species","http://www.worldfloraonline.org/taxon/wfo-0000548177;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651756","","Aristolochiaceae","1","1","wfo,wcvp","",true,98
"68","Armeria canescens","1","541878","Armeria canescens","1","species","","","","(Host) Boiss.","Plumbaginaceae","Armeria","Armeria","1","canescens","canescens","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000548765;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2652301","","Y","Accepted","Armeria canescens","Armeria canescens","(Host) Boiss.","541878","species","http://www.worldfloraonline.org/taxon/wfo-0000548765;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2652301","","Plumbaginaceae","1","1","wfo,wcvp","",true,99
"69","Artabotrys blumei","1","542843","Artabotrys blumei","1","species","","","","Hook.f. & Thomson","Annonaceae","Artabotrys","Artabotrys","1","blumei","blumei","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000549733;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653248","","Y","Accepted","Artabotrys blumei","Artabotrys blumei","Hook.f. & Thomson","542843","species","http://www.worldfloraonline.org/taxon/wfo-0000549733;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653248","","Annonaceae","1","1","wfo,wcvp","",true,100
"70","Artabotrys brachypetalus","1","542848","Artabotrys brachypetalus","1","species","","","","Benth.","Annonaceae","Artabotrys","Artabotrys","1","brachypetalus","brachypetalus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000549738;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653252","","Y","Accepted","Artabotrys brachypetalus","Artabotrys brachypetalus","Benth.","542848","species","http://www.worldfloraonline.org/taxon/wfo-0000549738;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653252","","Annonaceae","1","1","wfo,wcvp","",true,102
"71","Arthrostema ciliatum","1","157008","Arthrostema ciliatum","1","species","","","","Ruiz & Pav.","Melastomataceae","Arthrostema","Arthrostema","1","ciliatum","ciliatum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000158786","","Y","No opinion","","","","","","","","","1","1","wfo","",true,103
"72","Asclepias curassavica","1","544351","Asclepias curassavica","1","species","","","","L.","Apocynaceae","Asclepias","Asclepias","1","curassavica","curassavica","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000551246;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500848","","Y","Accepted","Asclepias curassavica","Asclepias curassavica","L.","544351","species","http://www.worldfloraonline.org/taxon/wfo-0000551246;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500848","","Apocynaceae","1","1","wfo,wcvp","",true,104
"73","Asclepias speciosa","1","544876","Asclepias speciosa","1","species","","","","Torr.","Apocynaceae","Asclepias","Asclepias","1","speciosa","speciosa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000551772;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501398","","Y","Accepted","Asclepias speciosa","Asclepias speciosa","Torr.","544876","species","http://www.worldfloraonline.org/taxon/wfo-0000551772;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501398","","Apocynaceae","1","1","wfo,wcvp","",true,107
"74","Asimina triloba","1","545128","Asimina triloba","1","species","","","","(L.) Dunal","Annonaceae","Asimina","Asimina","1","triloba","triloba","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000552025;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2655435","","Y","Accepted","Asimina triloba","Asimina triloba","(L.) Dunal","545128","species","http://www.worldfloraonline.org/taxon/wfo-0000552025;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2655435","","Annonaceae","1","1","wfo,wcvp","",true,108
"75","Asparagus acutifolius","1","623743","Asparagus acutifolius","1","species","","","","L.","Asparagaceae","Asparagus","Asparagus","1","acutifolius","acutifolius","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000631143;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274916","","Y","Accepted","Asparagus acutifolius","Asparagus acutifolius","L.","623743","species","http://www.worldfloraonline.org/taxon/wfo-0000631143;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274916","","Asparagaceae","1","1","wfo,wcvp","",true,109
"76","Asphodelus aestivus","1","628848","Asphodelus aestivus","1","species","","","","Brot.","Asphodelaceae","Asphodelus","Asphodelus","1","aestivus","aestivus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000636291;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275439","","Y","Accepted","Asphodelus aestivus","Asphodelus aestivus","Brot.","628848","species","http://www.worldfloraonline.org/taxon/wfo-0000636291;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275439","","Asphodelaceae","1","1","wfo,wcvp","",true,110
"77","Asphodelus ramosus","1","629659","Asphodelus ramosus","1","species","","","","L.","Asphodelaceae","Asphodelus","Asphodelus","1","ramosus","ramosus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000637103;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275588","","Y","Accepted","Asphodelus ramosus","Asphodelus ramosus","L.","629659","species","http://www.worldfloraonline.org/taxon/wfo-0000637103;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275588","","Asphodelaceae","1","1","wfo,wcvp","",true,111
"78","Aspidistra xuanxonensis var xuansonensis","0.9920660349145","1653044","Aspidistra xuansonensis var. xuansonensis","0.9920660349145","variety","","","","","Asparagaceae","Aspidistra","Aspidistra","1","xuanxonensis","xuansonensis","0.91666666666667","","","","var.","xuansonensis","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494579","","Y","Accepted","Aspidistra xuansonensis var. xuansonensis","Aspidistra xuansonensis","","1653044","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494579","","Asparagaceae","1","1","wcvp","",true,112
"79","Aspidosperma macrocarpon","1","285999","Aspidosperma macrocarpon","1","species","","","","Mart.","Apocynaceae","Aspidosperma","Aspidosperma","1","macrocarpon","macrocarpon","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000291038;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17301","","Y","Accepted","Aspidosperma macrocarpon","Aspidosperma macrocarpon","Mart.","285999","species","http://www.worldfloraonline.org/taxon/wfo-0000291038;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17301","","Apocynaceae","1","1","wfo,wcvp","",true,113
