Taxon name,Genus,Family,URL,Reference,Symmetry,Notes,Data source,Rank scored at,Data entered by,Entry date,
Platysace valida,Platysace,Apiaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21878,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous (except for the gynoecium)...Calyx when detectable, 5; 1 -whorled; gamosepalous; more or less entire (reduced to a minute, inconspicuous rim); with the median member posterior. Corolla 5; 1 -whorled; polypetalous; valvate to imbricate; regular""",interpreted from the text,genus,Ruby Stephens,25/1/2021,
Xanthosia pilosa,Xanthosia,Apiaceae,https://vicflora.rbg.vic.gov.au/flora/taxon/06c322f3-8ec0-4ad0-8141-221a158191de,Flora of Victoria Online (VicFlora) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Xanthosia tridentata,Xanthosia,Apiaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21881,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla; 10; 2 -whorled; isomerous...Calyx 5; 1 -whorled; gamosepalous; lobed (lobes similar in length to petals); persistent. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular (?)""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Alstonia constricta,Alstonia,Apocynaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Alstonia~constricta,Flora of NSW Online (PlantNET) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Alyxia buxifolia,Alyxia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Alyxia%20buxifolia,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (6) actinomorphic rotational,,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Alyxia spicata,Alyxia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Alyxia%20spicata,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (6) actinomorphic rotational,,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Carissa spinarum,Carissa,Apocynaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Carissa~spinarum,Flora of NSW Online (PlantNET) (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Cryptostegia grandiflora,Cryptostegia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Cryptostegia%20grandiflora,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Cynanchum carnosum,Cynanchum,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Cynanchum%20carnosum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (6) actinomorphic rotational,"Description states ""corolla subrotate"", flowers appear rotate in images.",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Cynanchum floribundum,Cynanchum,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Cynanchum%20floribundum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (6) actinomorphic rotational,"""Corolla rotate"" also appears rotate in images",interpreted from the text,species,Ruby Stephens,22/1/2021,
Cynanchum viminale,Cynanchum,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Sarcostemma%20viminale,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Published under previous name (Sarcostemma viminale). Description states ""corolla rotate"" but images of flowers look more strictly polysymmetric.",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Dischidia major,Dischidia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Dischidia%20major,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Corolla narrowly urceolate"" implying actinomorphy",interpreted from the text,species,Ruby Stephens,22/1/2021,
Gomphocarpus cancellatus,Gomphocarpus,Apocynaceae,https://vicflora.rbg.vic.gov.au/flora/taxon/398d8cca-0985-49c9-93c9-abfa9408ab73#&gid=1&pid=4,Flora of Victoria Online (VicFlora) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Gomphocarpus physocarpus,Gomphocarpus,Apocynaceae,https://florabase.dpaw.wa.gov.au/browse/profile/11051,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Gymnanthera oblonga,Gymnanthera,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Gymnanthera%20oblonga,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Marsdenia australis,Marsdenia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Marsdenia%20australis,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (6) actinomorphic rotational,"Text states ""Corolla urceolate"", images show flowers urceolate but with ritationally symmetric lobes",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Marsdenia trinervis,Marsdenia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Marsdenia%20trinervis,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Corolla campanulate to subrotate"" implying general actinomorphy, possibly rotational",interpreted from the text,species,Ruby Stephens,22/1/2021,
Marsdenia viridiflora,Marsdenia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Marsdenia%20viridiflora,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),Perianth in images appears mildly rotational actinomorphic,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Parsonsia eucalyptophylla,Parsonsia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Parsonsia%20eucalyptophylla,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,22/1/2021,
Rhyncharrhena linearis,Rhyncharrhena,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Rhyncharrhena%20linearis,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (6) actinomorphic rotational,"""Corolla rotate to subcampanulate"" and image of flowers shows rotational symmetry",interpreted from the text,species,Ruby Stephens,22/1/2021,
Wrightia saligna,Wrightia,Apocynaceae,https://profiles.ala.org.au/opus/foa/profile/Wrightia%20saligna,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Corolla subrotate"" and images, may be rotational symmetry but images appear generally actinomorphic, not strongly rotational",guessed from the illustration,species,Ruby Stephens,22/1/2021,
Hydrocotyle algida,Hydrocotyle,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22486,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla (but the calyx lobes minute and inconspicuous), or petaline; 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx present to vestigial, or absent; when detectable, 5; 1 -whorled; gamosepalous. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Hydrocotyle callicarpa,Hydrocotyle,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22486,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla (but the calyx lobes minute and inconspicuous), or petaline; 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx present to vestigial, or absent; when detectable, 5; 1 -whorled; gamosepalous. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Hydrocotyle comocarpa,Hydrocotyle,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22486,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla (but the calyx lobes minute and inconspicuous), or petaline; 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx present to vestigial, or absent; when detectable, 5; 1 -whorled; gamosepalous. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Hydrocotyle diantha,Hydrocotyle,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22486,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla (but the calyx lobes minute and inconspicuous), or petaline; 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx present to vestigial, or absent; when detectable, 5; 1 -whorled; gamosepalous. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Hydrocotyle foveolata,Hydrocotyle,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22486,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla (but the calyx lobes minute and inconspicuous), or petaline; 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx present to vestigial, or absent; when detectable, 5; 1 -whorled; gamosepalous. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Hydrocotyle laxiflora,Hydrocotyle,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22486,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla (but the calyx lobes minute and inconspicuous), or petaline; 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx present to vestigial, or absent; when detectable, 5; 1 -whorled; gamosepalous. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Hydrocotyle rugulosa,Hydrocotyle,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22486,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla (but the calyx lobes minute and inconspicuous), or petaline; 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx present to vestigial, or absent; when detectable, 5; 1 -whorled; gamosepalous. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Hydrocotyle sibthorpioides,Hydrocotyle,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22486,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular to somewhat irregular (?); 5 merous...Perianth with distinct calyx and corolla (but the calyx lobes minute and inconspicuous), or petaline; 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx present to vestigial, or absent; when detectable, 5; 1 -whorled; gamosepalous. Corolla 5; 1 -whorled; polypetalous; valvate; unequal but not bilabiate, or regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Polyscias sambucifolia,Polyscias,Araliaceae,https://vicflora.rbg.vic.gov.au/flora/taxon/346e388f-0720-4155-9daf-f303e37700cb,Flora of Victoria Online (VicFlora) (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Trachymene cyanopetala,Trachymene,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21879,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous...Perianth with distinct calyx and corolla (but the calyx reduced), or petaline (apparently, the calyx lobes minute); 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx when detectable, 5; 1 -whorled; gamosepalous; persistent. Corolla 5; 1 -whorled; polypetalous; imbricate; regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Trachymene glaucifolia,Trachymene,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21879,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous...Perianth with distinct calyx and corolla (but the calyx reduced), or petaline (apparently, the calyx lobes minute); 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx when detectable, 5; 1 -whorled; gamosepalous; persistent. Corolla 5; 1 -whorled; polypetalous; imbricate; regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Trachymene humilis,Trachymene,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21879,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous...Perianth with distinct calyx and corolla (but the calyx reduced), or petaline (apparently, the calyx lobes minute); 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx when detectable, 5; 1 -whorled; gamosepalous; persistent. Corolla 5; 1 -whorled; polypetalous; imbricate; regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Trachymene oleracea,Trachymene,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21879,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous...Perianth with distinct calyx and corolla (but the calyx reduced), or petaline (apparently, the calyx lobes minute); 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx when detectable, 5; 1 -whorled; gamosepalous; persistent. Corolla 5; 1 -whorled; polypetalous; imbricate; regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Trachymene ornata,Trachymene,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21879,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous...Perianth with distinct calyx and corolla (but the calyx reduced), or petaline (apparently, the calyx lobes minute); 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx when detectable, 5; 1 -whorled; gamosepalous; persistent. Corolla 5; 1 -whorled; polypetalous; imbricate; regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Trachymene pilosa,Trachymene,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21879,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous...Perianth with distinct calyx and corolla (but the calyx reduced), or petaline (apparently, the calyx lobes minute); 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx when detectable, 5; 1 -whorled; gamosepalous; persistent. Corolla 5; 1 -whorled; polypetalous; imbricate; regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Trachymene rotundifolia,Trachymene,Araliaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21879,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous...Perianth with distinct calyx and corolla (but the calyx reduced), or petaline (apparently, the calyx lobes minute); 5, or 10; 2 -whorled, or 1 -whorled; isomerous...Calyx when detectable, 5; 1 -whorled; gamosepalous; persistent. Corolla 5; 1 -whorled; polypetalous; imbricate; regular""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Livistona alfredii,Livistona,Arecaceae,https://profiles.ala.org.au/opus/foa/profile/Livistona,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...spirally arranged...sepals triangular, imbricate at base, apically free...corolla tubular at base, with 3 triangular valvate lobes""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
